Premise	Hypothesis	Label
Water lemon is only occasionally cultivated.	Water lemon is only occasionally cultivated, but the fruits are usually available in markets wherever the vine grows in wild.	neutral
This list also includes shows distributed by Warner Bros.	This list also includes shows produced or distributed by Warner Bros.	neutral
This was the first Grand Slam for the Williams sisters.	This was the first Grand Slam for the Williams sisters and would be their first step towards completing a Career Golden Slam in doubles.	neutral
Newton Elementary School is located in the county seat of Newton, and serves most of west Jasper County's first through sixth graders under principal Travis Wyatt.	Newton Elementary School serves most of west Jasper County 's first through sixth graders under principal Travis Wyatt.	entailment
Baptista has refused to allow her to marry until his shrewish daughter Kate has found a husband.	The lovely Bianca has several admirers in the play, but Baptista has refused to allow her to marry until his shrewish daughter Kate has found a husband.	neutral
The total length of the river is 48 mi if the distances across intervening lakes are included.	The total length of the river is 30 mi , or 48 mi if the distances across intervening lakes are included.	neutral
Illinois Route 92 Route 92 is an east – west state highway in northwest Illinois.	Illinois Route 92 (IL 92 or Route 92) is an east–west state highway in northwest Illinois.	neutral
Manslaughter may be either " voluntary " ", depending on whether the accused has the required " mens rea " for murder.	Manslaughter may be either "voluntary" or "involuntary", depending on whether the accused has the required "mens rea" for murder.	neutral
It published works by Franz Kafka, Alfred Döblin, Joseph Roth, Rudolf Leonhard, and many more.	It published works by Franz Kafka, Alfred Döblin, Joseph Roth, Rudolf Leonhard.	entailment
The park was closed during the 2008 and 2009 season while the lake was drained for dam repairs and the park facilities were upgraded.	The park was closed during the 2008 season while the lake was drained for dam repairs and the park facilities were upgraded.	entailment
The tribunal received support within Bangladesh, but was criticized by several international observers.	The tribunal received support within Teatro Calderón, but was criticized by several international observers.	contradiction
The Ceylon Journal of Science (Biological Sciences) is a scientific journal that was established in 1958 and is published by the University of Peradeniya.	The Ceylon Journal of Science Biological Sciences is a scientific journal that is published by the University of Peradeniya.	entailment
Despite its independence, it initially only covered Nintendo games, but the coverage was extended to all major consoles in 1995.	Despite its independence, it initially only covered Nintendo games.	entailment
only Jones competed that year with Paul Annacone.	Kelly Jones and Rick Leach were the defending champions but only Jones competed that year with Paul Annacone.	neutral
Interstate 235 (abbreviated I-235) in Oklahoma is also known as the Centennial Expressway or the I-235 Central Expressway.	Interstate 235 (abbreviated I-235) in Oklahoma is also known as the Centennial Expressway or the I-236 Central Expressway.	neutral
"Neuquensuchus" was named by Lucas E. Fiorelli and Jorge O. Calvo in a publication dated to 2007, but which became available in 2008.	"Neuquensuchus" was named by Lucas E. Fiorelli and Jorge O. Calvo in a publication dated to 2008, but which became available in 2008.	contradiction
The team was sold in April 2009.	The team was sold in April 2009, but continued racing in GP2 and GP2 Asia Series under the name David Price Racing until 2010.	neutral
he could not be released from his contract with Paramount.	The lead role of Mortimer Brewster was originally intended for Bob Hope, but he could not be released from his contract with Paramount.	neutral
It is also known as Jacques Fork, Jim’s Fork, Prune River or Wild Horse Creek.	It is also known as Jacques Fork, Jim’s Fork, Curtis or Wild Horse Creek.	neutral
He held a number of posts in connection with his high office.	He held a number of posts in connection with his high office but is best remembered for his patronage of cricket.	neutral
Swansea bus station, or Swansea city bus station, is a bus station serving Swansea, Wales.	Swansea city bus station, is a bus station serving Swansea, Wales.	entailment
He has contributed criticism to "Art in America" and "Art New England", among others.	He has contributed criticism to " Art in America " Art in America " and " Art New England ", among others.	entailment
He also won TSSAA's Division II-AAA Player of the Year honors and was Runner-Up for the 2002 American General Mr. Football Award.	He also won was Runner - Up for the 2002 American General Mr. Football Award.	entailment
The Douglas C-47 Skytrain or Dakota (RAF designation) is a military transport aircraft developed from the civilian Douglas DC-3 airliner.	The Douglas C-47 Dakota RAF designation is a military transport aircraft developed from the civilian Douglas DC-3 airliner.	entailment
Released on August 18, 2016, the film stars Ryu Seung-ryong, Shim Eun-kyung and Lee Joon in the lead roles.	Released on August 18, 2016, the film stars Ryu Seung - ryong, Shim Eun - Lee Joon in the lead roles.	entailment
